Date,Time,Name,Team,Enemy,Duration,Win,Spell1,Spell2,Kills,Deaths,Assists,CS,Gold,Item1,Item2,Item3,Item4,Item5,Item6,Team Ban 1,Team Ban 2,Team Ban 3,Enemy Ban 1,Enemy Ban 2,Enemy Ban 3
6/12/2013,13:00,ZionSpartan,Team Coast,Team SoloMid,(30:44),0,Ghost,Flash,4,3,1,188,8.9k,Zhonya's Hourglass,Spirit of the Spectral Wraith,Ionian Boots of Lucidity,Blasting Wand,Amplifying Tome,Empty,Ryze,Kennen,Karthus,Jayce,Lee Sin,Trundle
6/12/2013,13:00,NintendudeX,Team Coast,Team SoloMid,(30:44),0,Smite,Flash,0,4,5,77,5.6k,Spirit of the Ancient Golem,Ninja Tabi,Kindlegem,Ruby Crystal,Cloth Armor,Empty,Ryze,Kennen,Karthus,Jayce,Lee Sin,Trundle
6/12/2013,13:00,Shiphtur,Team Coast,Team SoloMid,(30:44),0,Ignite,Flash,1,3,3,244,9.6k,Blade of the Ruined King,Last Whisper,Ninja Tabi - Homeguard,The Brutalizer,Empty,Empty,Ryze,Kennen,Karthus,Jayce,Lee Sin,Trundle
6/12/2013,13:00,DontMashMe,Team Coast,Team SoloMid,(30:44),0,Cleanse,Flash,1,5,3,227,9k,The Bloodthirster,Last Whisper,Zeal,Berserker's Greaves,Cloak of Agility,Doran's Blade,Ryze,Kennen,Karthus,Jayce,Lee Sin,Trundle
6/12/2013,13:00,Daydreamin,Team Coast,Team SoloMid,(30:44),0,Exhaust,Flash,0,3,6,12,5.5k,Ruby Sightstone,Philosopher's Stone,Boots of Speed,Empty,Empty,Empty,Ryze,Kennen,Karthus,Jayce,Lee Sin,Trundle
6/12/2013,13:00,Dyrus,Team SoloMid,Team Coast,(30:44),1,Ignite,Flash,3,0,12,182,11.5k,Runic Bulwark,Sunfire Cape,Bilgewater Cutlass,Mercury's Treads,Giant's Belt,Empty,Jayce,Lee Sin,Trundle,Ryze,Kennen,Karthus
6/12/2013,13:00,TheOddOne,Team SoloMid,Team Coast,(30:44),1,Smite,Flash,4,1,10,118,10k,Randuin's Omen,Spirit of the Spectral Wraith,Locket of the Iron Solari,Mercury's Treads,Empty,Empty,Jayce,Lee Sin,Trundle,Ryze,Kennen,Karthus
6/12/2013,13:00,Reginald,Team SoloMid,Team Coast,(30:44),1,Flash,Ignite,7,2,7,286,14.1k,The Black Cleaver,Guardian Angel,Last Whisper,Muramana,Mejai's Soulstealer,Ionian Boots of Lucidity,Jayce,Lee Sin,Trundle,Ryze,Kennen,Karthus
6/12/2013,13:00,WildTurtle,Team SoloMid,Team Coast,(30:44),1,Flash,Barrier,3,1,10,236,12.2k,The Bloodthirster,Phantom Dancer,Last Whisper,Berserker's Greaves,Cloak of Agility,Doran's Blade,Jayce,Lee Sin,Trundle,Ryze,Kennen,Karthus
6/12/2013,13:00,Xpecial,Team SoloMid,Team Coast,(30:44),1,Exhaust,Flash,1,2,8,11,7.9k,Shurelya's Reverie,Ruby Sightstone,Mercury's Treads,Vision Ward,Sight Ward,Empty,Jayce,Lee Sin,Trundle,Ryze,Kennen,Karthus
6/12/2013,14:00,Voyboy,Team Curse,Team Vulcun,(36:01),0,Flash,Ignite,1,3,3,239,10.6k,The Bloodthirster,Muramana,The Brutalizer,Mercury's Treads,Pickaxe,Empty,Lee Sin,Kha'Zix,Thresh,Miss Fortune,Blitzcrank,Twisted Fate
6/12/2013,14:00,Saintvicious,Team Curse,Team Vulcun,(36:01),0,Flash,Smite,0,5,5,106,8.1k,Runic Bulwark,Spirit of the Ancient Golem,Ninja Tabi - Homeguard,Cloth Armor,Cloth Armor,Empty,Lee Sin,Kha'Zix,Thresh,Miss Fortune,Blitzcrank,Twisted Fate
6/12/2013,14:00,NyJacky,Team Curse,Team Vulcun,(36:01),0,Ignite,Flash,1,2,1,213,10.1k,Rabadon's Deathcap,Athene's Unholy Grail,Sorcerer's Shoes - Homeguard,Blasting Wand,Amplifying Tome,Empty,Lee Sin,Kha'Zix,Thresh,Miss Fortune,Blitzcrank,Twisted Fate
6/12/2013,14:00,Cop,Team Curse,Team Vulcun,(36:01),0,Barrier,Flash,4,3,1,268,12.3k,Iceborn Gauntlet,Last Whisper,Muramana,Spirit of the Elder Lizard,Ionian Boots of Lucidity,Negatron Cloak,Lee Sin,Kha'Zix,Thresh,Miss Fortune,Blitzcrank,Twisted Fate
6/12/2013,14:00,Edward,Team Curse,Team Vulcun,(36:01),0,Ignite,Flash,0,4,4,34,7.3k,Ruby Sightstone,Boots of Mobility - Homeguard,Kindlegem,Vision Ward,Sight Ward,Empty,Lee Sin,Kha'Zix,Thresh,Miss Fortune,Blitzcrank,Twisted Fate
6/12/2013,14:00,Sycho Sid,Team Vulcun,Team Curse,(36:01),1,Flash,Ignite,9,0,5,254,14.5k,Zhonya's Hourglass,Rylai's Crystal Scepter,Sorcerer's Shoes - Homeguard,Haunting Guise,Negatron Cloak,Doran's Blade,Miss Fortune,Blitzcrank,Twisted Fate,Lee Sin,Kha'Zix,Thresh
6/12/2013,14:00,Xmithie,Team Vulcun,Team Curse,(36:01),1,Smite,Flash,0,4,9,106,8.4k,Runic Bulwark,Spirit of the Ancient Golem,Ninja Tabi,Giant's Belt,Cloth Armor,Sight Ward,Miss Fortune,Blitzcrank,Twisted Fate,Lee Sin,Kha'Zix,Thresh
6/12/2013,14:00,mandatorycloud,Team Vulcun,Team Curse,(36:01),1,Flash,Ignite,5,1,9,251,14k,Rod of Ages,Seraph's Embrace,Spirit Visage,Glacial Shroud,Sorcerer's Shoes,Empty,Miss Fortune,Blitzcrank,Twisted Fate,Lee Sin,Kha'Zix,Thresh
6/12/2013,14:00,Zuna,Team Vulcun,Team Curse,(36:01),1,Flash,Barrier,3,0,9,303,13.5k,Infinity Edge,Last Whisper,Berserker's Greaves - Homeguard,Zeal,Negatron Cloak,Doran's Blade,Miss Fortune,Blitzcrank,Twisted Fate,Lee Sin,Kha'Zix,Thresh
6/12/2013,14:00,BloodWater,Team Vulcun,Team Curse,(36:01),1,Flash,Exhaust,0,1,13,27,8.3k,Ruby Sightstone,Boots of Mobility,Empty,Empty,Empty,Empty,Miss Fortune,Blitzcrank,Twisted Fate,Lee Sin,Kha'Zix,Thresh
6/12/2013,15:00,KiWiKiD,Team Dignitas,Cloud 9,(29:10),0,Flash,Ignite,3,4,0,219,8.8k,Last Whisper,Muramana,Ionian Boots of Lucidity - Homeguard,The Brutalizer,Null-Magic Mantle,Empty,Twisted Fate,Kha'Zix,Kennen,Evelynn,Karthus,Ryze
6/12/2013,15:00,Crumbzz,Team Dignitas,Cloud 9,(29:10),0,Smite,Flash,1,2,5,114,6.6k,Spirit of the Ancient Golem,Ninja Tabi - Homeguard,Emblem of Valor,Ruby Crystal,Null-Magic Mantle,Vision Ward,Twisted Fate,Kha'Zix,Kennen,Evelynn,Karthus,Ryze
6/12/2013,15:00,Scarra,Team Dignitas,Cloud 9,(29:10),0,Flash,Ignite,1,3,5,224,8.9k,Zhonya's Hourglass,Seraph's Embrace,Sorcerer's Shoes,Blasting Wand,Crystalline Flask,Empty,Twisted Fate,Kha'Zix,Kennen,Evelynn,Karthus,Ryze
6/12/2013,15:00,Imaqtpie,Team Dignitas,Cloud 9,(29:10),0,Flash,Barrier,2,2,3,240,9.5k,Infinity Edge,Phantom Dancer,Berserker's Greaves,Pickaxe,Doran's Blade,Empty,Twisted Fate,Kha'Zix,Kennen,Evelynn,Karthus,Ryze
6/12/2013,15:00,Patoy,Team Dignitas,Cloud 9,(29:10),0,Exhaust,Flash,1,2,4,20,5.4k,Ruby Sightstone,Boots of Mobility,Oracle's Elixir,Vision Ward,Health Potion,Empty,Twisted Fate,Kha'Zix,Kennen,Evelynn,Karthus,Ryze
6/12/2013,15:00,Balls,Cloud 9,Team Dignitas,(29:10),1,Ignite,Flash,4,2,2,247,11.5k,Rylai's Crystal Scepter,Sunfire Cape,Haunting Guise,Sorcerer's Shoes,Doran's Ring,Empty,Evelynn,Karthus,Ryze,Twisted Fate,Kha'Zix,Kennen
6/12/2013,15:00,Meteos,Cloud 9,Team Dignitas,(29:10),1,Smite,Flash,1,0,7,158,9.5k,Runic Bulwark,Spirit of the Ancient Golem,Ninja Tabi,Kindlegem,Crystalline Flask,Sight Ward,Evelynn,Karthus,Ryze,Twisted Fate,Kha'Zix,Kennen
6/12/2013,15:00,Hai,Cloud 9,Team Dignitas,(29:10),1,Ignite,Flash,3,3,3,197,10.3k,Blade of the Ruined King,Last Whisper,Ninja Tabi,Giant's Belt,Cloth Armor,Empty,Evelynn,Karthus,Ryze,Twisted Fate,Kha'Zix,Kennen
6/12/2013,15:00,Sneaky,Cloud 9,Team Dignitas,(29:10),1,Flash,Barrier,5,0,2,222,11.2k,The Bloodthirster,Statikk Shiv,Berserker's Greaves,Pickaxe,Doran's Blade,Long Sword,Evelynn,Karthus,Ryze,Twisted Fate,Kha'Zix,Kennen
6/12/2013,15:00,LemonNation,Cloud 9,Team Dignitas,(29:10),1,Ignite,Flash,0,3,4,17,6.2k,Ruby Sightstone,Boots of Mobility,Kindlegem,Health Potion,Empty,Empty,Evelynn,Karthus,Ryze,Twisted Fate,Kha'Zix,Kennen
6/12/2013,16:00,Nientonsoh,Counter Logic Gaming,Velocity eSports,(36:00),0,Flash,Ignite,1,4,0,255,9.6k,Zhonya's Hourglass,Spirit Visage,Spirit of the Spectral Wraith,Sorcerer's Shoes,Empty,Empty,Elise,Kha'Zix,Shen,Malphite,Twisted Fate,Jayce
6/12/2013,16:00,Bigfatlp,Counter Logic Gaming,Velocity eSports,(36:00),0,Smite,Flash,0,3,3,113,6.5k,Aegis of the Legion,Spirit of the Ancient Golem,Null-Magic Mantle,Boots of Speed,Cloth Armor,Cloth Armor,Elise,Kha'Zix,Shen,Malphite,Twisted Fate,Jayce
6/12/2013,16:00,Link,Counter Logic Gaming,Velocity eSports,(36:00),0,Flash,Ignite,1,1,4,301,11.2k,Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Sorcerer's Shoes,Doran's Ring,Empty,Elise,Kha'Zix,Shen,Malphite,Twisted Fate,Jayce
6/12/2013,16:00,Doublelift,Counter Logic Gaming,Velocity eSports,(36:00),0,Flash,Cleanse,4,5,2,288,11.9k,Infinity Edge,Blade of the Ruined King,Phantom Dancer,Berserker's Greaves,Doran's Blade,Empty,Elise,Kha'Zix,Shen,Malphite,Twisted Fate,Jayce
6/12/2013,16:00,Chauster,Counter Logic Gaming,Velocity eSports,(36:00),0,Exhaust,Flash,0,4,1,47,6.3k,Ruby Sightstone,Boots of Mobility - Homeguard,Empty,Empty,Empty,Empty,Elise,Kha'Zix,Shen,Malphite,Twisted Fate,Jayce
6/12/2013,16:00,Cris,Velocity eSports,Counter Logic Gaming,(36:00),1,Flash,Ignite,5,1,6,287,14.2k,Zhonya's Hourglass,Rylai's Crystal Scepter,Sorcerer's Shoes - Homeguard,Haunting Guise,Blasting Wand,Negatron Cloak,Malphite,Twisted Fate,Jayce,Elise,Kha'Zix,Shen
6/12/2013,16:00,Nk Inc,Velocity eSports,Counter Logic Gaming,(36:00),1,Flash,Smite,2,1,8,98,9.8k,Runic Bulwark,Mercury's Treads,Sightstone,Kindlegem,Madred's Razors,Cloth Armor,Malphite,Twisted Fate,Jayce,Elise,Kha'Zix,Shen
6/12/2013,16:00,Vileroze,Velocity eSports,Counter Logic Gaming,(36:00),1,Flash,Ignite,3,1,8,232,12.6k,Rabadon's Deathcap,Lich Bane,Nashor's Tooth,Sorcerer's Shoes,Empty,Empty,Malphite,Twisted Fate,Jayce,Elise,Kha'Zix,Shen
6/12/2013,16:00,maplestreet,Velocity eSports,Counter Logic Gaming,(36:00),1,Cleanse,Flash,6,1,9,306,15.4k,Infinity Edge,The Bloodthirster,Phantom Dancer,Last Whisper,Berserker's Greaves,Doran's Blade,Malphite,Twisted Fate,Jayce,Elise,Kha'Zix,Shen
6/12/2013,16:00,Evaniskus,Velocity eSports,Counter Logic Gaming,(36:00),1,Ignite,Flash,1,2,13,26,10.7k,Morello's Evil Tome,Ruby Sightstone,Sorcerer's Shoes,Blasting Wand,Philosopher's Stone,Health Potion,Malphite,Twisted Fate,Jayce,Elise,Kha'Zix,Shen
6/12/2013,17:00,Dyrus,Team SoloMid,Cloud 9,(41:25),0,Ignite,Flash,0,3,3,205,10.1k,Warmog's Armor,Mercury's Treads - Homeguard,Hexdrinker,Warden's Mail,Giant's Belt,Negatron Cloak,Twisted Fate,Thresh,Jayce,Karthus,Shen,Kha'Zix
6/12/2013,17:00,TheOddOne,Team SoloMid,Cloud 9,(41:25),0,Smite,Flash,1,5,6,142,9.7k,Runic Bulwark,Spirit of the Spectral Wraith,Locket of the Iron Solari,Mercury's Treads - Homeguard,Empty,Empty,Twisted Fate,Thresh,Jayce,Karthus,Shen,Kha'Zix
6/12/2013,17:00,Reginald,Team SoloMid,Cloud 9,(41:25),0,Flash,Ignite,2,5,5,280,12.5k,Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Seeker's Armguard,Sorcerer's Shoes,Health Potion,Twisted Fate,Thresh,Jayce,Karthus,Shen,Kha'Zix
6/12/2013,17:00,WildTurtle,Team SoloMid,Cloud 9,(41:25),0,Flash,Barrier,4,3,4,351,14.6k,Iceborn Gauntlet,Last Whisper,Muramana,Spirit of the Elder Lizard,Bilgewater Cutlass,Ionian Boots of Lucidity,Twisted Fate,Thresh,Jayce,Karthus,Shen,Kha'Zix
6/12/2013,17:00,Xpecial,Team SoloMid,Cloud 9,(41:25),0,Exhaust,Flash,3,1,5,30,9.4k,Shurelya's Reverie,Ruby Sightstone,Ionian Boots of Lucidity,Kindlegem,Faerie Charm,Sight Ward,Twisted Fate,Thresh,Jayce,Karthus,Shen,Kha'Zix
6/12/2013,17:00,Balls,Cloud 9,Team SoloMid,(41:25),1,Ignite,Flash,3,3,7,235,12.7k,Rod of Ages,Seraph's Embrace,Void Staff,Spirit Visage,Sorcerer's Shoes,Sight Ward,Karthus,Shen,Kha'Zix,Twisted Fate,Thresh,Jayce
6/12/2013,17:00,Meteos,Cloud 9,Team SoloMid,(41:25),1,Smite,Flash,2,1,13,192,11.5k,Runic Bulwark,Spirit Visage,Spirit of the Ancient Golem,Ninja Tabi,Kindlegem,Cloth Armor,Karthus,Shen,Kha'Zix,Twisted Fate,Thresh,Jayce
6/12/2013,17:00,Hai,Cloud 9,Team SoloMid,(41:25),1,Ignite,Flash,5,4,7,227,13.4k,Zhonya's Hourglass,Liandry's Torment,Abyssal Scepter,Sorcerer's Shoes,Giant's Belt,Doran's Blade,Karthus,Shen,Kha'Zix,Twisted Fate,Thresh,Jayce
6/12/2013,17:00,Sneaky,Cloud 9,Team SoloMid,(41:25),1,Flash,Barrier,7,0,9,303,15.7k,Infinity Edge,The Bloodthirster,Statikk Shiv,Last Whisper,Berserker's Greaves,Doran's Blade,Karthus,Shen,Kha'Zix,Twisted Fate,Thresh,Jayce
6/12/2013,17:00,LemonNation,Cloud 9,Team SoloMid,(41:25),1,Ignite,Flash,0,2,14,43,9.4k,Shurelya's Reverie,Ruby Sightstone,Boots of Mobility,Ruby Crystal,Sight Ward,Empty,Karthus,Shen,Kha'Zix,Twisted Fate,Thresh,Jayce
6/12/2013,18:00,ZionSpartan,Team Coast,Team Vulcun,(29:18),1,Ignite,Flash,6,1,4,276,13.4k,The Bloodthirster,Last Whisper,B.F. Sword,Hexdrinker,Mercury's Treads,Vampiric Scepter,Kennen,Lee Sin,Ryze,Blitzcrank,Jayce,Kha'Zix
6/12/2013,18:00,NintendudeX,Team Coast,Team Vulcun,(29:18),1,Smite,Flash,3,2,9,86,8.7k,Aegis of the Legion,Spirit of the Ancient Golem,Ruby Sightstone,Boots of Mobility - Alacrity,Null-Magic Mantle,Empty,Kennen,Lee Sin,Ryze,Blitzcrank,Jayce,Kha'Zix
6/12/2013,18:00,Shiphtur,Team Coast,Team Vulcun,(29:18),1,Ignite,Flash,6,2,3,189,11.5k,Blade of the Ruined King,Last Whisper,The Brutalizer,Mercury's Treads,Null-Magic Mantle,Empty,Kennen,Lee Sin,Ryze,Blitzcrank,Jayce,Kha'Zix
6/12/2013,18:00,DontMashMe,Team Coast,Team Vulcun,(29:18),1,Cleanse,Flash,2,1,11,256,12k,Iceborn Gauntlet,The Bloodthirster,Muramana,Ionian Boots of Lucidity,Doran's Blade,Empty,Kennen,Lee Sin,Ryze,Blitzcrank,Jayce,Kha'Zix
6/12/2013,18:00,Daydreamin,Team Coast,Team Vulcun,(29:18),1,Flash,Ignite,0,1,10,14,7.9k,Ruby Sightstone,Boots of Mobility,Kindlegem,Philosopher's Stone,Empty,Empty,Kennen,Lee Sin,Ryze,Blitzcrank,Jayce,Kha'Zix
6/12/2013,18:00,Sycho Sid,Team Vulcun,Team Coast,(29:18),0,Flash,Ignite,1,3,5,137,6.7k,Sunfire Cape,Sorcerer's Shoes,Giant's Belt,Amplifying Tome,Crystalline Flask,Sight Ward,Blitzcrank,Jayce,Kha'Zix,Kennen,Lee Sin,Ryze
6/12/2013,18:00,Xmithie,Team Vulcun,Team Coast,(29:18),0,Smite,Flash,1,4,3,101,5.8k,Spirit of the Ancient Golem,Warden's Mail,Ninja Tabi,Giant's Belt,Sight Ward,Health Potion,Blitzcrank,Jayce,Kha'Zix,Kennen,Lee Sin,Ryze
6/12/2013,18:00,mandatorycloud,Team Vulcun,Team Coast,(29:18),0,Flash,Exhaust,4,4,2,215,9.3k,Zhonya's Hourglass,Rod of Ages,Sorcerer's Shoes - Homeguard,Doran's Ring,Amplifying Tome,Empty,Blitzcrank,Jayce,Kha'Zix,Kennen,Lee Sin,Ryze
6/12/2013,18:00,Zuna,Team Vulcun,Team Coast,(29:18),0,Flash,Barrier,1,4,5,206,8.4k,Infinity Edge,Zeal,Berserker's Greaves,Cloak of Agility,Doran's Blade,Dagger,Blitzcrank,Jayce,Kha'Zix,Kennen,Lee Sin,Ryze
6/12/2013,18:00,BloodWater,Team Vulcun,Team Coast,(29:18),0,Flash,Exhaust,0,2,4,24,4.9k,Ruby Sightstone,Oracle's Elixir,Boots of Speed,Health Potion,Mana Potion,Empty,Blitzcrank,Jayce,Kha'Zix,Kennen,Lee Sin,Ryze
6/13/2013,13:00,Voyboy,Team Curse,Velocity eSports,(31:20),1,Exhaust,Ghost,10,3,8,295,15.2k,Infinity Edge,Blade of the Ruined King,Statikk Shiv,Last Whisper,The Brutalizer,Berserker's Greaves,Draven,Evelynn,Elise,Ryze,Kha'Zix,Kennen
6/13/2013,13:00,Saintvicious,Team Curse,Velocity eSports,(31:20),1,Flash,Smite,2,3,14,101,9.3k,Runic Bulwark,Spirit of the Ancient Golem,Boots of Mobility,Cloth Armor,Empty,Empty,Draven,Evelynn,Elise,Ryze,Kha'Zix,Kennen
6/13/2013,13:00,NyJacky,Team Curse,Velocity eSports,(31:20),1,Ignite,Flash,4,2,13,205,12.3k,Zhonya's Hourglass,Lich Bane,Sorcerer's Shoes - Homeguard,Crystalline Flask,Empty,Empty,Draven,Evelynn,Elise,Ryze,Kha'Zix,Kennen
6/13/2013,13:00,Cop,Team Curse,Velocity eSports,(31:20),1,Barrier,Flash,8,2,6,236,13.7k,Infinity Edge,Phantom Dancer,Berserker's Greaves,Vampiric Scepter,Doran's Blade,Empty,Draven,Evelynn,Elise,Ryze,Kha'Zix,Kennen
6/13/2013,13:00,Edward,Team Curse,Velocity eSports,(31:20),1,Ignite,Flash,0,2,8,32,7.1k,Ruby Sightstone,Boots of Mobility,Sapphire Crystal,Empty,Empty,Empty,Draven,Evelynn,Elise,Ryze,Kha'Zix,Kennen
6/13/2013,13:00,Cris,Velocity eSports,Team Curse,(31:20),0,Flash,Ignite,3,7,3,177,9.3k,The Black Cleaver,Muramana,Ninja Tabi - Homeguard,Pickaxe,Empty,Empty,Ryze,Kha'Zix,Kennen,Draven,Evelynn,Elise
6/13/2013,13:00,Nk Inc,Velocity eSports,Team Curse,(31:20),0,Flash,Smite,3,5,7,89,8.2k,Runic Bulwark,Mercury's Treads - Homeguard,Sightstone,Madred's Razors,Empty,Empty,Ryze,Kha'Zix,Kennen,Draven,Evelynn,Elise
6/13/2013,13:00,Vileroze,Velocity eSports,Team Curse,(31:20),0,Flash,Ignite,2,6,6,149,8.5k,Lich Bane,Nashor's Tooth,Berserker's Greaves,Amplifying Tome,Crystalline Flask,Empty,Ryze,Kha'Zix,Kennen,Draven,Evelynn,Elise
6/13/2013,13:00,maplestreet,Velocity eSports,Team Curse,(31:20),0,Barrier,Flash,4,3,5,211,10.4k,Infinity Edge,Blade of the Ruined King,Berserker's Greaves - Homeguard,Doran's Blade,Dagger,Empty,Ryze,Kha'Zix,Kennen,Draven,Evelynn,Elise
6/13/2013,13:00,Evaniskus,Velocity eSports,Team Curse,(31:20),0,Exhaust,Flash,0,3,9,22,7.2k,Ruby Sightstone,Boots of Mobility - Homeguard,Philosopher's Stone,Ruby Crystal,Sight Ward,Empty,Ryze,Kha'Zix,Kennen,Draven,Evelynn,Elise
6/13/2013,14:00,Nientonsoh,Counter Logic Gaming,Team Dignitas,(71:12),1,Flash,Ignite,11,5,12,375,23.6k,Rabadon's Deathcap,Zhonya's Hourglass,Rylai's Crystal Scepter,Guardian Angel,Void Staff,Sorcerer's Shoes - Homeguard,Ryze,Kha'Zix,Evelynn,Twisted Fate,Jayce,Sejuani
6/13/2013,14:00,Bigfatlp,Counter Logic Gaming,Team Dignitas,(71:12),1,Smite,Flash,1,6,31,223,18.2k,Frozen Mallet,Randuin's Omen,Runic Bulwark,Thornmail,Locket of the Iron Solari,Mercury's Treads - Homeguard,Ryze,Kha'Zix,Evelynn,Twisted Fate,Jayce,Sejuani
6/13/2013,14:00,Link,Counter Logic Gaming,Team Dignitas,(71:12),1,Flash,Exhaust,12,8,23,479,26.9k,Rabadon's Deathcap,Zhonya's Hourglass,Rod of Ages,Seraph's Embrace,Void Staff,Sorcerer's Shoes - Homeguard,Ryze,Kha'Zix,Evelynn,Twisted Fate,Jayce,Sejuani
6/13/2013,14:00,Doublelift,Counter Logic Gaming,Team Dignitas,(71:12),1,Flash,Cleanse,13,7,15,586,29.9k,Infinity Edge,Mercurial Scimitar,The Bloodthirster,Zephyr,Phantom Dancer,Last Whisper,Ryze,Kha'Zix,Evelynn,Twisted Fate,Jayce,Sejuani
6/13/2013,14:00,Chauster,Counter Logic Gaming,Team Dignitas,(71:12),1,Exhaust,Flash,0,6,27,40,15.4k,Mikael's Crucible,Locket of the Iron Solari,Ruby Sightstone,Boots of Mobility - Homeguard,Null-Magic Mantle,Empty,Ryze,Kha'Zix,Evelynn,Twisted Fate,Jayce,Sejuani
6/13/2013,14:00,KiWiKiD,Team Dignitas,Counter Logic Gaming,(71:12),0,Flash,Ignite,8,10,17,405,22k,Rabadon's Deathcap,Zhonya's Hourglass,Deathfire Grasp,Void Staff,Sorcerer's Shoes - Homeguard,Haunting Guise,Twisted Fate,Jayce,Sejuani,Ryze,Kha'Zix,Evelynn
6/13/2013,14:00,Crumbzz,Team Dignitas,Counter Logic Gaming,(71:12),0,Smite,Flash,1,5,25,183,15.3k,Randuin's Omen,Runic Bulwark,Spirit Visage,Spirit of the Ancient Golem,Ninja Tabi - Homeguard,Kindlegem,Twisted Fate,Jayce,Sejuani,Ryze,Kha'Zix,Evelynn
6/13/2013,14:00,Scarra,Team Dignitas,Counter Logic Gaming,(71:12),0,Flash,Ignite,5,9,15,514,23.6k,Rabadon's Deathcap,Zhonya's Hourglass,Lich Bane,Abyssal Scepter,Void Staff,Sorcerer's Shoes - Homeguard,Twisted Fate,Jayce,Sejuani,Ryze,Kha'Zix,Evelynn
6/13/2013,14:00,Imaqtpie,Team Dignitas,Counter Logic Gaming,(71:12),0,Flash,Barrier,12,8,16,532,27.3k,Infinity Edge,Blade of the Ruined King,The Bloodthirster,Zephyr,Phantom Dancer,Last Whisper,Twisted Fate,Jayce,Sejuani,Ryze,Kha'Zix,Evelynn
6/13/2013,14:00,Patoy,Team Dignitas,Counter Logic Gaming,(71:12),0,Exhaust,Flash,6,5,24,65,16.5k,Spirit Visage,Shurelya's Reverie,Ruby Sightstone,Boots of Mobility - Homeguard,Glacial Shroud,Chalice of Harmony,Twisted Fate,Jayce,Sejuani,Ryze,Kha'Zix,Evelynn
6/13/2013,15:00,Balls,Cloud 9,Team Curse,(34:26),1,Ignite,Flash,4,6,8,125,9.9k,Rylai's Crystal Scepter,Sorcerer's Shoes - Homeguard,Haunting Guise,Blasting Wand,Negatron Cloak,Empty,Tryndamere,Karthus,Thresh,Jayce,Ryze,Kennen
6/13/2013,15:00,Meteos,Cloud 9,Team Curse,(34:26),1,Smite,Flash,4,0,8,157,10.7k,Runic Bulwark,Spirit of the Ancient Golem,Locket of the Iron Solari,Ninja Tabi - Homeguard,Sight Ward,Empty,Tryndamere,Karthus,Thresh,Jayce,Ryze,Kennen
6/13/2013,15:00,Hai,Cloud 9,Team Curse,(34:26),1,Ignite,Flash,6,1,9,229,13.2k,The Black Cleaver,Last Whisper,Muramana,Giant's Belt,Null-Magic Mantle,Boots of Speed,Tryndamere,Karthus,Thresh,Jayce,Ryze,Kennen
6/13/2013,15:00,Sneaky,Cloud 9,Team Curse,(34:26),1,Flash,Ignite,2,3,11,235,12.1k,Last Whisper,Muramana,Spirit of the Elder Lizard,Glacial Shroud,Ionian Boots of Lucidity,Doran's Blade,Tryndamere,Karthus,Thresh,Jayce,Ryze,Kennen
6/13/2013,15:00,LemonNation,Cloud 9,Team Curse,(34:26),1,Heal,Flash,1,6,11,25,7.6k,Ruby Sightstone,Boots of Mobility,Kindlegem,Faerie Charm,Rejuvenation Bead,Empty,Tryndamere,Karthus,Thresh,Jayce,Ryze,Kennen
6/13/2013,15:00,Voyboy,Team Curse,Cloud 9,(34:26),0,Flash,Ignite,7,4,2,226,11.7k,Rylai's Crystal Scepter,Guardian Angel,Spirit of the Spectral Wraith,Sorcerer's Shoes - Homeguard,Haunting Guise,Empty,Jayce,Ryze,Kennen,Tryndamere,Karthus,Thresh
6/13/2013,15:00,Saintvicious,Team Curse,Cloud 9,(34:26),0,Flash,Smite,3,4,9,108,8.8k,Runic Bulwark,Spirit of the Ancient Golem,Glacial Shroud,Boots of Mobility,Cloth Armor,Cloth Armor,Jayce,Ryze,Kennen,Tryndamere,Karthus,Thresh
6/13/2013,15:00,NyJacky,Team Curse,Cloud 9,(34:26),0,Ignite,Flash,1,5,8,211,10.5k,Zhonya's Hourglass,Lich Bane,Sorcerer's Shoes - Homeguard,Blasting Wand,Fiendish Codex,Crystalline Flask,Jayce,Ryze,Kennen,Tryndamere,Karthus,Thresh
6/13/2013,15:00,Cop,Team Curse,Cloud 9,(34:26),0,Barrier,Flash,2,2,4,227,10.7k,The Bloodthirster,Statikk Shiv,Last Whisper,Berserker's Greaves,Chain Vest,Doran's Blade,Jayce,Ryze,Kennen,Tryndamere,Karthus,Thresh
6/13/2013,15:00,Edward,Team Curse,Cloud 9,(34:26),0,Ignite,Flash,3,2,5,42,7k,Ruby Sightstone,Boots of Mobility - Homeguard,Sapphire Crystal,Sight Ward,Empty,Empty,Jayce,Ryze,Kennen,Tryndamere,Karthus,Thresh
6/13/2013,16:00,KiWiKiD,Team Dignitas,Team SoloMid,(30:31),1,Flash,Ignite,6,1,4,228,11.1k,The Bloodthirster,Last Whisper,Muramana,Ionian Boots of Lucidity,Chain Vest,Crystalline Flask,Shen,Thresh,Karthus,Evelynn,Ryze,Jayce
6/13/2013,16:00,Crumbzz,Team Dignitas,Team SoloMid,(30:31),1,Smite,Flash,1,1,7,157,8.6k,Runic Bulwark,Spirit of the Ancient Golem,Ninja Tabi,Ruby Crystal,Cloth Armor,Empty,Shen,Thresh,Karthus,Evelynn,Ryze,Jayce
